meta_ID,meta_yearID,meta_teamID,meta_franchID,ctx_mlb_rpg,ctx_era_1,ctx_era_2,ctx_era_3,ctx_era_4,ctx_era_5,ctx_era_6,ctx_era_7,ctx_era_8,ctx_decade_1910,ctx_decade_1920,ctx_decade_1930,ctx_decade_1940,ctx_decade_1950,ctx_decade_1960,ctx_decade_1970,ctx_decade_1980,ctx_decade_1990,ctx_decade_2000,ctx_decade_2010,raw_R,raw_RA,raw_AB,raw_H,raw_2B,raw_3B,raw_HR,raw_BB,raw_SO,raw_SB,raw_ER,raw_CG,raw_SHO,raw_SV,raw_IPouts,raw_HA,raw_HRA,raw_BBA,raw_SOA,raw_E,raw_DP,season_G,core_R_pg,core_RA_pg,core_RDiff_pg,core_Pythag_win_pct,core_R_adj,core_RA_adj,core_RDiff_adj,bat_AVG,bat_OBP_approx,bat_SLG,bat_OPS_approx,bat_ISO,bat_HR_per_AB,bat_BB_rate_approx,bat_SO_rate_approx,bat_XBH_per_H,bat_SB_per_onbase_approx,pitch_ERA,pitch_WHIP,pitch_K_BB,pitch_K9,pitch_BB9,pitch_H9,pitch_HR9,pitch_CG_pg,pitch_SHO_pg,pitch_SV_pg,field_FP,field_E_pg,field_DP_pg,target_W,target_W_pct
1011,1999,HOU,HOU,5.0846375617792425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,823,675,5485,1463,293,23,168,728,1138.0,166,622,12,8,48,4375,1485,128,478,1204,106,168.0,162.0,5.080246913580247,4.166666666666667,0.9135802469135802,0.5897145871732967,0.9991364874790684,0.8194618821972919,0.17967460528177656,0.26672743846855057,0.35264767423145016,0.4204193254329991,0.7730669996644493,0.15369188696444852,0.03062898814949863,0.11717366811524223,0.18316433285047481,0.3308270676691729,0.07576449109995435,3.84,1.3460571428571428,2.518828451882845,7.4304,2.949942857142857,9.164571428571428,0.7899428571428572,0.07407407407407407,0.04938271604938271,0.2962962962962963,0.983,0.654320987654321,1.037037037037037,97.0,0.5987654320987654
589,1996,CHA,CHW,5.0355094838994265,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,898,794,5644,1586,284,33,195,701,927.0,105,735,7,5,43,4383,1529,174,616,1039,109,145.0,162.0,5.54320987654321,4.901234567901234,0.6419753086419753,0.5560752327640456,1.1008240366276953,0.9733343931875168,0.12748964344017852,0.28100637845499643,0.360441292356186,0.4466690290574061,0.8071103214135921,0.16566265060240964,0.03454996456413891,0.11048069345941687,0.14609929078014183,0.3228247162673392,0.045911674682990816,4.53,1.4681724845995894,1.6866883116883118,6.400410677618069,3.7946611909650927,9.418891170431213,1.0718685831622177,0.043209876543209874,0.030864197530864196,0.2654320987654321,0.982,0.6728395061728395,0.8950617283950617,85.0,0.5246913580246914
1776,1976,PIT,PIT,3.99484270242393,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,708,630,5604,1499,249,56,110,433,807.0,130,547,45,12,35,4398,1402,95,460,762,163,142.0,162.0,4.37037037037037,3.888888888888889,0.48148148148148145,0.5531992311507357,1.0940031174991154,0.9734773503170094,0.12052576718210593,0.2674875089221984,0.32002650323008114,0.39079229122055675,0.7108187944506379,0.12330478229835834,0.019628836545324768,0.07172436640715588,0.13367566672188172,0.2768512341561041,0.06728778467908902,3.36,1.2701227830832196,1.6565217391304348,4.678035470668485,2.8240109140518417,8.607094133697135,0.5832196452933152,0.2777777777777778,0.07407407407407407,0.21604938271604937,0.975,1.0061728395061729,0.8765432098765432,92.0,0.5679012345679012
638,1934,CIN,CIN,4.930343926861124,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,590,801,5361,1428,227,65,55,313,532.0,34,654,51,3,19,4041,1645,61,389,438,181,136.0,152.0,3.8815789473684212,5.269736842105263,-1.388157894736842,0.36366285929921766,0.7872836063669105,1.068837574067619,-0.2815539677007086,0.2663682148852826,0.3068382093761015,0.36373810856183547,0.6705763179379369,0.09736989367655285,0.010259279985077412,0.055163905534014804,0.09376101515685584,0.24299719887955182,0.019529006318207927,4.37,1.510022271714922,1.1259640102827764,2.9265033407572383,2.599109131403118,10.99109131403118,0.4075723830734967,0.3355263157894737,0.019736842105263157,0.125,0.97,1.1907894736842106,0.8947368421052632,52.0,0.34210526315789475
1338,1965,NYN,MIN,3.9882932840418976,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,495,752,5441,1202,203,27,107,392,1129.0,28,656,29,11,14,4362,1462,147,498,776,169,153.0,164.0,3.018292682926829,4.585365853658536,-1.5670731707317074,0.31750388780172994,0.7567880464066498,1.1497062846420214,-0.3929182382353717,0.22091527292777063,0.2732727584433396,0.3271457452674141,0.6004185037107537,0.10623047233964344,0.019665502664951297,0.0672038402194411,0.19355391736670666,0.28036605657237934,0.01756587202007528,4.06,1.3480055020632737,1.5582329317269077,4.803301237964237,3.082530949105915,9.04951856946355,0.9099037138927099,0.17682926829268292,0.06707317073170732,0.08536585365853659,0.974,1.0304878048780488,0.9329268292682927,50.0,0.3048780487804878
1801,2004,PIT,PIT,4.813838550247117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,680,744,5483,1428,267,39,142,415,1066.0,63,680,3,8,46,4284,1451,149,576,1079,103,189.0,161.0,4.22360248447205,4.62111801242236,-0.39751552795031053,0.45894134655092456,0.8773876482116818,0.95996530921984,-0.08257766100815828,0.2604413642166697,0.3124788063750424,0.4010578150647456,0.713536621439788,0.1406164508480759,0.025898230895495165,0.07036283485927433,0.18073923363852154,0.3137254901960784,0.0341833966359197,4.29,1.419467787114846,1.8732638888888888,6.800420168067227,3.630252100840336,9.144957983193276,0.9390756302521008,0.018633540372670808,0.049689440993788817,0.2857142857142857,0.983,0.639751552795031,1.173913043478261,72.0,0.4472049689440994
437,1947,CHN,CHC,4.3551890587288815,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,567,722,5305,1373,231,48,71,471,578.0,22,614,46,8,15,4101,1449,106,618,571,150,159.0,155.0,3.6580645161290324,4.658064516129032,-1.0,0.3912053324809792,0.8399324269970236,1.0695435842889789,-0.2296111572919553,0.2588124410933082,0.3192520775623269,0.36060320452403394,0.6798552820863608,0.10179076343072574,0.013383600377002827,0.08154432132963989,0.10006925207756233,0.25491624180626365,0.01193058568329718,4.04,1.5120702267739576,0.9239482200647249,3.7593269934162397,4.068763716166789,9.53986832479883,0.6978785662033651,0.2967741935483871,0.05161290322580645,0.0967741935483871,0.975,0.967741935483871,1.0258064516129033,69.0,0.44516129032258067
2114,2000,TBA,STL,5.140181144503911,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,733,842,5505,1414,253,22,162,558,1022.0,90,773,10,8,38,4294,1553,198,533,955,118,169.0,161.0,4.552795031055901,5.229813664596273,-0.6770186335403726,0.43691281875465304,0.8857265732597639,1.0174376189423209,-0.13171104568255698,0.2568574023614896,0.3252515256473693,0.3990917347865577,0.724343260433927,0.1422343324250681,0.029427792915531336,0.09203364670954972,0.1685634174501072,0.30905233380480907,0.04563894523326572,4.86,1.457382394038193,1.7917448405253282,6.004890544946438,3.3514205868653937,9.765020959478342,1.2449930135072194,0.062111801242236024,0.049689440993788817,0.2360248447204969,0.981,0.7329192546583851,1.049689440993789,69.0,0.42857142857142855
394,2015,BOS,BOS,4.250102923013586,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,748,753,5640,1495,294,33,161,478,1148.0,71,694,3,10,40,4345,1486,178,478,1218,97,148.0,162.0,4.617283950617284,4.648148148148148,-0.030864197530864196,0.4969520584593369,1.0863934437012044,1.093655431961239,-0.0072619882600347884,0.2650709219858156,0.32249101013403075,0.4145390070921986,0.7370300172262294,0.149468085106383,0.02854609929078014,0.07813010787839163,0.18764302059496568,0.32642140468227426,0.03598580841358338,4.31,1.356041426927503,2.5481171548117154,7.568699654775605,2.970310701956272,9.234062140391256,1.1060989643268124,0.018518518518518517,0.06172839506172839,0.24691358024691357,0.984,0.5987654320987654,0.9135802469135802,78.0,0.48148148148148145
787,1976,CLE,CLE,3.99484270242393,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,615,615,5412,1423,189,38,85,479,631.0,75,552,30,17,46,4296,1361,80,533,928,121,159.0,159.0,3.8679245283018866,3.8679245283018866,0.0,0.5,0.9682294939810687,0.9682294939810687,0.0,0.2629342202512934,0.32286538787981667,0.3590169992609017,0.6818823871407184,0.09608277900960827,0.015705838876570583,0.0813104736038024,0.10711254455949754,0.21925509486999298,0.03943217665615142,3.47,1.3226256983240223,1.7410881801125704,5.832402234636872,3.3498603351955305,8.55377094972067,0.5027932960893855,0.18867924528301888,0.1069182389937107,0.2893081761006289,0.98,0.7610062893081762,1.0,81.0,0.5094339622641509
535,1937,CHA,CHW,4.870863599677159,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,780,730,5277,1478,280,76,67,549,447.0,70,626,70,15,21,4053,1435,115,532,533,174,173.0,154.0,5.064935064935065,4.740259740259741,0.3246753246753247,0.53027202412819,1.039843338103487,0.9731867138660842,0.06665662423740303,0.280083380708736,0.34792310332990045,0.40003790032215275,0.7479610036520532,0.11995451961341674,0.01269660792116733,0.09423274974253347,0.07672502574665294,0.2861975642760487,0.03453379378391712,4.17,1.455958549222798,1.0018796992481203,3.550703182827535,3.5440414507772022,9.55958549222798,0.7660991857883049,0.45454545454545453,0.09740259740259741,0.13636363636363635,0.971,1.12987012987013,1.1233766233766234,86.0,0.5584415584415584
31,1992,CAL,ANA,4.1170465337132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,579,671,5364,1306,202,20,88,416,882.0,160,617,26,13,42,4338,1449,130,532,888,134,172.0,162.0,3.574074074074074,4.1419753086419755,-0.5679012345679012,0.4329404864061638,0.8681160256040598,1.0060550141283664,-0.13793898852430655,0.24347501864280388,0.29792387543252596,0.3378076062639821,0.6357314816965081,0.09433258762117822,0.01640566741237882,0.07197231833910035,0.15259515570934257,0.23736600306278713,0.09291521486643438,3.84,1.3699861687413555,1.669172932330827,5.526970954356846,3.311203319502075,9.018672199170124,0.8091286307053942,0.16049382716049382,0.08024691358024691,0.25925925925925924,0.979,0.8271604938271605,1.0617283950617284,72.0,0.4444444444444444
1337,1964,NYN,MIN,4.035670356703567,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,569,776,5566,1372,195,31,103,353,932.0,36,679,40,10,15,4314,1511,130,466,717,166,154.0,163.0,3.4907975460122698,4.7607361963190185,-1.2699386503067485,0.36174509900642793,0.8649857985089837,1.1796642875974892,-0.3146784890885055,0.24649658641753502,0.2914343639128231,0.34818541142651815,0.6396197753393413,0.10168882500898313,0.018505210204814947,0.059638452441290755,0.15745903024159486,0.23979591836734693,0.020869565217391306,4.25,1.3748261474269818,1.53862660944206,4.4874826147426985,2.9165507649513214,9.456884561891517,0.8136300417246175,0.24539877300613497,0.06134969325153374,0.09202453987730061,0.974,1.01840490797546,0.9447852760736196,53.0,0.32515337423312884
1414,1933,NYA,NYY,4.467216673903604,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,927,768,5274,1495,241,75,144,700,506.0,76,656,70,8,22,4062,1426,66,612,711,164,122.0,152.0,6.098684210526316,5.052631578947368,1.0460526315789473,0.5852443287940565,1.3652089557583695,1.1310469018580667,0.23416205390030287,0.28346605991657187,0.367425510545698,0.43951459992415626,0.8069401104698543,0.1560485400075844,0.027303754266211604,0.11717442249748912,0.08470036826247071,0.3076923076923077,0.03462414578587699,4.36,1.5051698670605613,1.161764705882353,4.725997045790251,4.06794682422452,9.47858197932053,0.4387001477104875,0.4605263157894737,0.05263157894736842,0.14473684210526316,0.972,1.0789473684210527,0.8026315789473685,91.0,0.5986842105263158
1038,1978,KCA,KCR,4.103472882968601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,743,634,5474,1469,305,59,98,498,644.0,216,550,53,14,33,4317,1350,108,478,657,150,153.0,162.0,4.58641975308642,3.9135802469135803,0.6728395061728395,0.5720754945381268,1.1176922289708022,0.9537239208176159,0.16396830815318633,0.26835951772013156,0.329370395177495,0.39934234563390575,0.7287127408114007,0.1309828279137742,0.017902813299232736,0.08338914936369725,0.10783657066309445,0.314499659632403,0.10981189628876462,3.44,1.270326615705351,1.3744769874476988,4.1091035441278665,2.9895760945100767,8.443363446838083,0.6754690757470465,0.3271604938271605,0.08641975308641975,0.2037037037037037,0.976,0.9259259259259259,0.9444444444444444,92.0,0.5679012345679012
1660,1968,PHI,PHI,3.4181538461538463,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,543,615,5372,1253,178,30,100,462,1003.0,58,541,42,12,27,4344,1416,91,421,935,127,163.0,162.0,3.3518518518518516,3.7962962962962963,-0.4444444444444444,0.4432805185822882,0.9806029812331009,1.1106276859269928,-0.13002470469389182,0.23324646314221892,0.2939664038395612,0.33339538346984365,0.6273617873094048,0.10014892032762474,0.018615040953090096,0.07919094960575934,0.17192320877613987,0.24581005586592178,0.03381924198250729,3.36,1.268646408839779,2.2209026128266034,5.8114640883977895,2.6167127071823204,8.80110497237569,0.5656077348066298,0.25925925925925924,0.07407407407407407,0.16666666666666666,0.98,0.7839506172839507,1.0061728395061729,76.0,0.4691358024691358
1969,1979,SFN,SFG,4.457598856598381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,672,751,5395,1328,192,36,125,580,925.0,140,664,25,6,34,4308,1484,143,577,880,161,138.0,162.0,4.148148148148148,4.635802469135802,-0.4876543209876543,0.4493246937437577,0.9305790587252671,1.0399774897361245,-0.1093984310108573,0.24615384615384617,0.3193305439330544,0.36459684893419836,0.6839273928672527,0.11844300278035219,0.023169601482854494,0.09707112970711297,0.15481171548117154,0.26581325301204817,0.07337526205450734,4.16,1.4352367688022285,1.5251299826689775,5.515320334261838,3.6162952646239552,9.3008356545961,0.8962395543175488,0.15432098765432098,0.037037037037037035,0.20987654320987653,0.974,0.9938271604938271,0.8518518518518519,71.0,0.4382716049382716
1095,1927,BRO,LAD,4.75121359223301,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,541,619,5193,1314,195,74,39,368,494.0,106,513,74,7,10,4125,1382,63,418,574,226,117.0,154.0,3.512987012987013,4.01948051948052,-0.5064935064935064,0.4386912202624899,0.7393873049045463,0.845990280473039,-0.10660297556849278,0.2530329289428076,0.3024635856860277,0.34161371076449065,0.6440772964505184,0.08858078182168305,0.007510109763142692,0.06617514835461248,0.08883294371515914,0.2343987823439878,0.06302021403091558,3.36,1.309090909090909,1.3732057416267942,3.757090909090909,2.7359999999999998,9.04581818181818,0.4123636363636364,0.4805194805194805,0.045454545454545456,0.06493506493506493,0.963,1.4675324675324675,0.7597402597402597,65.0,0.42207792207792205
681,1977,CIN,CIN,4.470518307180218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,802,725,5524,1513,269,42,181,600,911.0,170,672,33,12,32,4311,1469,156,544,868,95,154.0,162.0,4.950617283950617,4.4753086419753085,0.47530864197530864,0.5460478030900334,1.1073922404029302,1.0010715390176115,0.10632070138531874,0.27389572773352644,0.34503592423252777,0.4360970311368573,0.7811329553693851,0.1622013034033309,0.03276611151339609,0.09797517962116264,0.14875898105813193,0.325181758096497,0.08045433033601515,4.21,1.4008350730688934,1.5955882352941178,5.4363256784968685,3.407098121085595,9.200417536534447,0.977035490605428,0.2037037037037037,0.07407407407407407,0.19753086419753085,0.984,0.5864197530864198,0.9506172839506173,88.0,0.5432098765432098
345,1963,BOS,BOS,3.946880790611488,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,666,704,5575,1403,247,34,171,475,954.0,27,639,29,7,32,4347,1367,152,539,1009,132,119.0,161.0,4.136645962732919,4.372670807453416,-0.2360248447204969,0.4746357173604602,1.0480797830461028,1.1078801310277124,-0.05980034798160947,0.2516591928251121,0.31041322314049585,0.4001793721973094,0.7105925953378053,0.1485201793721973,0.030672645739910315,0.07851239669421488,0.15768595041322314,0.32216678545972915,0.01437699680511182,3.97,1.3153899240855762,1.8719851576994435,6.267080745341615,3.3478260869565215,8.490683229813664,0.9440993788819876,0.18012422360248448,0.043478260869565216,0.19875776397515527,0.978,0.8198757763975155,0.7391304347826086,76.0,0.4720496894409938
557,1961,CHA,CHW,4.525174825174825,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,765,726,5556,1475,216,46,138,550,612.0,100,653,39,3,33,4344,1491,158,498,814,128,138.0,163.0,4.693251533742331,4.45398773006135,0.2392638036809816,0.5239207869946367,1.0371425889741206,0.9842686530656359,0.052873935908484576,0.2654787616990641,0.33164100884376024,0.3954283657307415,0.7270693745745018,0.12994960403167743,0.024838012958963283,0.09007533573534228,0.10022928267278088,0.2711864406779661,0.04938271604938271,4.06,1.3736187845303867,1.6345381526104417,5.05939226519337,3.095303867403315,9.267265193370166,0.9820441988950276,0.2392638036809816,0.018404907975460124,0.20245398773006135,0.98,0.7852760736196319,0.8466257668711656,86.0,0.5276073619631901
932,1992,DET,DET,4.1170465337132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,791,794,5515,1411,256,16,182,675,1055.0,66,733,10,4,36,4305,1534,155,564,693,116,164.0,162.0,4.882716049382716,4.901234567901234,-0.018518518518518517,0.4982681436590568,1.1859754339426793,1.190473444438037,-0.004498010495357823,0.2558476881233001,0.3369951534733441,0.4070716228467815,0.7440667763201256,0.1512239347234814,0.03300090661831369,0.10904684975767366,0.1704361873990307,0.32175761871013464,0.031639501438159155,4.6,1.4620209059233449,1.2287234042553192,4.346341463414634,3.537282229965157,9.620905923344948,0.9721254355400697,0.06172839506172839,0.024691358024691357,0.2222222222222222,0.981,0.7160493827160493,1.0123456790123457,75.0,0.46296296296296297
644,1940,CIN,CIN,4.679611650485437,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,707,528,5372,1427,264,38,89,453,503.0,72,477,91,10,11,4221,1263,73,445,557,117,158.0,155.0,4.561290322580645,3.4064516129032256,1.1548387096774193,0.6304714617725565,0.9747155668585197,0.7279346807656271,0.24678088609289253,0.2656366344005957,0.32274678111587984,0.37862993298585257,0.7013767141017324,0.11299329858525686,0.016567386448250187,0.07776824034334764,0.0863519313304721,0.2740014015416959,0.03829787234042553,3.05,1.2139303482587065,1.2516853932584269,3.5628997867803838,2.8464818763326227,8.078891257995735,0.4669509594882729,0.5870967741935483,0.06451612903225806,0.07096774193548387,0.981,0.7548387096774194,1.0193548387096774,100.0,0.6451612903225806
1224,2014,MIL,MIL,4.0660493827160495,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,650,657,5462,1366,297,28,150,423,1197.0,102,594,3,9,45,4373,1386,167,431,1246,99,130.0,162.0,4.012345679012346,4.055555555555555,-0.043209876543209874,0.49509957448056807,0.9867921663883407,0.9974191589494458,-0.010626992561105206,0.2500915415598682,0.3039932030586236,0.39710728670816553,0.7011004897667892,0.14701574514829735,0.027462467960454047,0.07187765505522514,0.2033984706881903,0.34773060029282576,0.05701509223029626,3.67,1.2465126915161215,2.890951276102088,7.693116853418705,2.6611022181568718,8.557512005488222,1.0310999313972102,0.018518518518518517,0.05555555555555555,0.2777777777777778,0.984,0.6111111111111112,0.8024691358024691,82.0,0.5061728395061729
353,1971,BOS,BOS,3.8888028895768834,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,691,667,5401,1360,246,28,161,552,871.0,51,609,44,11,35,4329,1424,136,535,871,116,149.0,162.0,4.265432098765432,4.117283950617284,0.14814814814814814,0.5161668858174818,1.096849652677955,1.0587535721218466,0.03809608055610842,0.25180522125532306,0.321182597009911,0.3971486761710794,0.7183312731809903,0.14534345491575634,0.02980929457507869,0.09272635645892827,0.14631278347051907,0.31985294117647056,0.026673640167364017,3.8,1.3575883575883576,1.62803738317757,5.432432432432433,3.3367983367983367,8.881496881496881,0.8482328482328482,0.2716049382716049,0.06790123456790123,0.21604938271604937,0.981,0.7160493827160493,0.9197530864197531,85.0,0.5246913580246914
92,1925,BSN,ATL,5.128664495114006,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,708,802,5365,1567,260,70,41,405,380.0,77,666,77,5,4,4098,1567,67,458,351,221,145.0,153.0,4.627450980392157,5.241830065359477,-0.6143790849673203,0.44321207039231153,0.9022721187554096,1.0220653096636136,-0.11979319090820409,0.29207828518173345,0.3417677642980936,0.3895619757688723,0.7313297400669658,0.09748369058713885,0.0076421248835041936,0.07019064124783363,0.0658578856152513,0.23675813656668793,0.03904665314401623,4.39,1.4824304538799415,0.7663755458515283,2.3125915080527086,3.0175695461200585,10.324304538799415,0.44143484626647145,0.5032679738562091,0.032679738562091505,0.026143790849673203,0.964,1.4444444444444444,0.9477124183006536,70.0,0.45751633986928103
949,2011,DET,DET,4.283244133388226,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,787,711,5563,1540,297,34,169,521,1143.0,49,647,4,14,52,4320,1406,149,492,1115,103,148.0,162.0,4.8580246913580245,4.388888888888889,0.4691358024691358,0.5463285180295471,1.13419280808426,1.0246646588918793,0.1095281491923809,0.2768290490742405,0.33875739644970415,0.4335790041344598,0.772336400584164,0.15674995506021933,0.030379291749056264,0.0856344510190664,0.1878698224852071,0.3246753246753247,0.023774866569626393,4.04,1.3180555555555555,2.266260162601626,6.96875,3.075,8.7875,0.9312499999999999,0.024691358024691357,0.08641975308641975,0.32098765432098764,0.983,0.6358024691358025,0.9135802469135802,95.0,0.5864197530864198
1777,1977,PIT,PIT,4.470518307180218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,734,665,5662,1550,278,57,133,474,878.0,260,594,25,15,39,4443,1406,149,485,890,145,137.0,162.0,4.530864197530864,4.104938271604938,0.42592592592592593,0.5450428651834073,1.0134986339847267,0.9182242392368437,0.09527439474788303,0.27375485694101026,0.32985658409387225,0.41345814199929354,0.7433147260931658,0.13970328505828328,0.02348993288590604,0.0772490221642764,0.14308996088657105,0.30193548387096775,0.12845849802371542,3.61,1.276839972991222,1.8350515463917525,5.408507765023632,2.947332883187036,8.544226873733964,0.9054692775151925,0.15432098765432098,0.09259259259259259,0.24074074074074073,0.977,0.8950617283950617,0.845679012345679,96.0,0.5925925925925926
1034,1974,KCA,HOU,4.124935732647815,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,667,662,5582,1448,232,42,89,550,768.0,146,574,54,13,17,4413,1477,91,482,731,152,166.0,162.0,4.117283950617284,4.08641975308642,0.030864197530864196,0.5034423997732199,0.9981449936371204,0.9906626473579817,0.0074823462791388335,0.25940523109996416,0.3258317025440313,0.3638480831243282,0.6896797856683595,0.10444285202436404,0.015944106055177355,0.08969341161121983,0.12524461839530332,0.2506906077348066,0.07307307307307308,3.51,1.3317471108089736,1.516597510373444,4.472467709041469,2.9490142760027194,9.036709721278042,0.5567641060503059,0.3333333333333333,0.08024691358024691,0.10493827160493827,0.976,0.9382716049382716,1.0246913580246915,77.0,0.47530864197530864
1558,1972,OAK,OAK,3.686390532544378,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,604,457,5200,1248,195,29,134,463,886.0,87,406,42,23,43,4251,1170,96,418,862,130,146.0,155.0,3.8967741935483873,2.9483870967741934,0.9483870967741935,0.6248932485615017,1.0570703671102368,0.7998032413400301,0.2572671257702066,0.24,0.3021366766731414,0.36596153846153845,0.6680982151346799,0.12596153846153846,0.02576923076923077,0.08175878509623874,0.15645417623167931,0.28685897435897434,0.05084745762711865,2.58,1.1206774876499648,2.062200956937799,5.474947071277347,2.6549047282992237,7.431192660550459,0.6097388849682428,0.2709677419354839,0.14838709677419354,0.27741935483870966,0.979,0.8387096774193549,0.9419354838709677,93.0,0.6
262,1988,BAL,BAL,4.138095238095239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,550,789,5358,1275,199,20,137,504,869.0,69,714,20,7,26,4248,1506,153,523,709,118,172.0,161.0,3.4161490683229814,4.900621118012422,-1.484472049689441,0.34066056248420906,0.8255365987892127,1.1842697753539797,-0.358733176564767,0.23796192609182532,0.30348004094165815,0.35927584919746175,0.66275589013912,0.12131392310563643,0.0255692422545726,0.08597748208802457,0.1482429205049471,0.2792156862745098,0.0387858347386172,4.54,1.432909604519774,1.355640535372849,4.50635593220339,3.3241525423728815,9.572033898305085,0.9724576271186441,0.12422360248447205,0.043478260869565216,0.16149068322981366,0.981,0.7329192546583851,1.0683229813664596,54.0,0.33540372670807456
904,1963,DET,DET,3.946880790611488,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,700,703,5500,1388,195,36,148,592,908.0,73,631,42,7,28,4368,1407,195,477,930,113,124.0,162.0,4.320987654320987,4.339506172839506,-0.018518518518518517,0.49804348526499065,1.094785447941421,1.0994773855754556,-0.004691937634034661,0.25236363636363635,0.325016414970453,0.38163636363636366,0.7066527786068166,0.12927272727272732,0.02690909090909091,0.09717662508207485,0.1490479317137229,0.2730547550432277,0.03686868686868687,3.9,1.293956043956044,1.949685534591195,5.748626373626373,2.948489010989011,8.697115384615385,1.2053571428571428,0.25925925925925924,0.043209876543209874,0.1728395061728395,0.981,0.6975308641975309,0.7654320987654321,79.0,0.4876543209876543
1641,1949,PHI,PHI,4.607258064516129,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,662,668,5307,1349,232,55,122,528,670.0,27,601,58,12,15,4173,1389,104,502,495,158,141.0,154.0,4.298701298701299,4.337662337662338,-0.03896103896103896,0.4958722462254921,0.9330281131436391,0.9414845612990196,-0.008456448155380415,0.2541925758432259,0.32167952013710366,0.38760128132654986,0.7092808014636536,0.13340870548332395,0.022988505747126436,0.09048843187660668,0.11482433590402742,0.3031875463306153,0.014384656366542355,3.89,1.3594536304816678,0.9860557768924303,3.202731847591661,3.248023005032351,8.98705966930266,0.6728971962616822,0.37662337662337664,0.07792207792207792,0.09740259740259741,0.974,1.025974025974026,0.9155844155844156,81.0,0.525974025974026
2242,1991,MON,TOR,4.307747148288973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,579,655,5412,1329,236,42,95,484,1056.0,221,582,12,14,39,4320,1304,111,584,909,131,128.0,161.0,3.5962732919254656,4.068322981366459,-0.4720496894409938,0.4438135723899822,0.8348385288477057,0.9444200974011178,-0.10958156855341215,0.24556541019955655,0.3074966078697422,0.3573540280857354,0.6648506359554776,0.11178861788617886,0.01755358462675536,0.08208955223880597,0.1791044776119403,0.2806621519939804,0.12189740761169332,3.64,1.3111111111111111,1.5565068493150684,5.6812499999999995,3.65,8.15,0.6937500000000001,0.07453416149068323,0.08695652173913043,0.2422360248447205,0.979,0.8136645962732919,0.7950310559006211,71.0,0.4409937888198758
568,1972,CHA,CHW,3.686390532544378,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,566,538,5083,1208,170,28,108,511,991.0,100,480,36,14,42,4155,1269,94,431,936,135,136.0,154.0,3.675324675324675,3.4935064935064934,0.18181818181818182,0.5231948395377363,0.996998186404286,0.9476767213524839,0.04932146505180214,0.2376549281920126,0.3072935287808366,0.34585874483572693,0.6531522736165636,0.10820381664371434,0.021247294904583908,0.09134787272077226,0.17715409367179122,0.2533112582781457,0.058173356602675974,3.12,1.227436823104693,2.17169373549884,6.082310469314079,2.8007220216606497,8.246209386281588,0.6108303249097473,0.23376623376623376,0.09090909090909091,0.2727272727272727,0.977,0.8766233766233766,0.8831168831168831,87.0,0.564935064935065
